job_id,job_date,vehicle_brand,vehicle_model,region,job_type,battery_type,is_mobile,parts_cost,labor_hours,hourly_rate,travel_cost,discount_pct,total_price,margin,customer_id,is_repeat_customer
1238,2023-08-04,Toyota ,Camry Hybrid,,Diagnostic,NiMH_Standard,0,91.52,1.26,129,0.0,0.1,227.12,-26.72,1493,0
1239,09-26-2023,For d,Escape Hybrid,East,Diagnostic,LiIon_Standard,0,84.23,1.47,85,0.0,0.0,170.26,-38.67,1056,1
1240,2024-12-16,Toyta,RAV4 Hybrid,South,Install,LiIon_Standard,1,1246.13,2.97,118,54.53,0.05,2049.94,398.29,1966,0
1241,28/06/2023,Hundai,Ioniq Hybrid,North,Install,NiMH_Standard,0,777.55,2.6,92,0.0,0.1,1206.48,189.64,2212,0
1242,07-09-2022,Lexus  ,RX 450h,North,Install,LiIon_Standard,0,1172.33,2.24,118,0.0,0.0,1757.39,320.49,1740,1
1243,2024-01-18,NISSAN,Rogue Hybrid,West,Install,NiMH_Standard,1,1030.4,2.75,133,60.56,0.0,1874.99,418.78,2752,0
1244,29/01/2024, chev,Malibu Hybrid,South,Diagnostic,LiIon_Standard,0,87.43,0.79,118,0.0,0.05,170.0,-10.51,2932,0
1245,2022-09-17,nissan,,North,Install,NiMH_Premium,1,1257.44,2.95,106,67.07,0.0,2019.46,382.29,1611,0
1246,03-08-2024,Nissan ,Rogue Hybrid,East,Install,NiMH_Premium,1,1229.37,1.78,126,49.39,0.0,1875.26,371.87,2275,1
1247,11/03/2022,Lexus  ,,North,Warranty_Replacement,LiIon_Standard,0,1339.32,2.49,94,0.0,0.1,1816.47,243.0,1803,0
1248,2022-12-17,Chevrolet,Volt,West,Warranty_Replacement,LiIon_Premium,0,1643.79,1.6,112,0.0,0.0,2207.8,384.46,1547,1
1249,2024-07-25,ford,Escape Hybrid,South,Install,LiIon_Standard,0,1275.3,3.3,133,0.0,0.05,2073.95,359.62,1419,1
1250,2023-11-08,NISSAN,Rogue Hybrid,North,Install,NiMH_Premium,1,1339.79,3.71,102,35.95,0.0,2392.5,638.36,2043,0
1251,2023-10-27,HONDA,CR-V Hybrid,North,Diagnostic,LiIon_Standard,0,122.44,1.36,86,0.0,0.0,278.36,38.62,1285,0
1252,11/11/2023,CHEVROLET ,Volt,South,Install,NiMH_Premium,1,1053.35,3.64,107,60.92,0.0,1882.45,378.78,2344,0
1253,2022-06-30,TOYOTA,RAV4 Hybrid,South,Install,LiIon_Standard,0,1275.01,1.35,109,0.0,0.2,1416.41,-5.39,2768,0
1254,2024-11-18,lexus,RX 450h,,Install,LiIon_Standard,0,1400.71,2.61,125,0.0,0.05,2086.48,360.05,1736,0
1255,23/11/2022, kia,Niro Hybrid,South,Warranty_Replacement,NiMH_Standard,0,1125.85,2.77,125,0.0,0.0,1711.63,239.26,2144,1
1256,11/05/2024, toyota,Prius,South,Warranty_Replacement,NiMH_Standard,0,1113.84,2.36,102,0.0,0.0,1828.83,474.64,2952,1
1257,19/12/2024,Hnda,CR-V Hybrid,North,Diagnostic,NiMH_Standard,0,56.13,2.12,123,0.0,0.05,406.26,88.85,2409,0
1258,21/09/2022,Hyundai ,Sonata Hybrid,North,Install,NiMH_Standard,0,1053.01,4.36,92,0.0,0.05,1678.17,223.73,1807,0
1259,11-26-2023,Hyundai ,Ioniq Hybrid,West,Install,NiMH_Premium,1,1207.04,3.24,94,19.65,0.0,1916.54,385.33,2763,0
1260,16/02/2022,Lexus  ,ES 300h,North,Install,NiMH_Standard,0,1025.33,2.8,115,0.0,0.0,1639.35,292.2,1084,0
1261,28/11/2023, ford,Fusion Hybrid,West,Diagnostic,NiMH_Premium,1,103.65,0.72,120,45.26,0.05,268.73,33.33,2176,0
1262,28/04/2023,nissan,Rogue Hybrid,South,Install,NiMH_Standard,0,748.32,2.62,125,0.0,0.05,1282.11,206.36,1504,1
1263,2022-03-21, chev,Volt,North,Install,NiMH_Standard,1,966.0,2.67,116,34.29,0.1,1490.67,180.26,1360,0
1264,01-06-2024,Lexus  ,ES 300h,North,Diagnostic,LiIon_Standard,0,110.17,0.9,91,0.0,0.05,122.88,-69.5,2033,0
1265,27/11/2024,honda,CR-V Hybrid,North,Install,NiMH_Premium,1,1197.58,2.27,118,39.65,0.1,1657.93,153.4,2426,1
1266,01/04/2022,toyota,Camry Hybrid,East,Diagnostic,NiMH_Premium,0,72.61,1.4,106,0.0,0.05,318.14,97.05,2476,0
1267,04/09/2024,TOYOTA,RAV4 Hybrid,South,Install,LiIon_Standard,0,1111.4,4.36,98,0.0,0.05,1786.3,247.89,2495,1
1268,12/07/2024, ford,Escape Hybrid,South,Diagnostic,LiIon_Premium,0,100.51,1.67,101,0.0,0.05,80.03,-188.81,1577,1
1269,08-23-2023,Nissan ,Rogue Hybrid,East,Install,NiMH_Premium,0,1225.05,2.74,125,0.0,0.0,1947.71,379.9,1827,0
1270,14/09/2024,Toyta,Camry Hybrid,East,Install,NiMH_Standard,0,789.34,3.81,93,0.0,0.15,1379.25,235.47,1226,0
1271,05/12/2022, ford,,West,Install,NiMH_Standard,0,860.9,3.28,112,0.0,0.0,1602.86,374.9,2233,1
1272,2024-02-28,toyota,Prius,West,Install,LiIon_Premium,1,1718.54,2.97,89,47.91,0.05,2366.89,336.33,2607,0
1273,2024-02-04,Nissan ,Rogue Hybrid,East,Install,,0,1232.96,2.92,121,0.0,0.05,1879.51,293.53,1969,0
1274,09-28-2023, kia,Niro Hybrid,West,Install,LiIon_Standard,0,1300.32,2.84,92,0.0,0.15,1705.44,143.83,1625,1
1275,07-01-2024,Lexus  ,RX 450h,East,Install,LiIon_Standard,1,1090.01,3.52,131,78.18,0.0,1896.27,266.85,1665,0
1276,08-17-2024,KIA,Niro Hybrid,South,Diagnostic,NiMH_Standard,1,120.48,1.27,129,19.3,0.15,225.65,-77.95,2300,0
1277,10/05/2024,Kia Motors,Optima Hybrid,East,Install,NiMH_Premium,0,1201.91,2.42,127,0.0,0.0,1917.99,409.09,2344,0
1278,10-07-2023,lexus,ES 300h,North,Diagnostic,LiIon_Standard,0,47.02,0.81,102,0.0,0.0,270.34,140.54,1952,0
1279,05/12/2024,Toyta,RAV4 Hybrid,East,Diagnostic,LiIon_Premium,0,6.21,1.35,124,0.0,0.15,132.79,-41.18,1494,1
1280,2023-09-01,Lexus  ,RX 450h,West,Install,,0,1023.5,3.34,91,0.0,0.0,1784.99,457.29,1821,1
1281,2023-11-29,Kia Motors,Niro Hybrid,North,Diagnostic,NiMH_Premium,0,96.74,1.04,99,0.0,0.05,151.72,-48.33,1654,1
1282,26/07/2022, kia,,,Install,NiMH_Standard,1,925.28,2.09,91,63.55,0.05,1143.27,-36.16,1195,0
1283,18/12/2022,Chevrolet,Malibu Hybrid,West,Install,LiIon_Premium,1,1803.64,4.0,87,73.7,0.15,2415.07,189.67,1811,1
1284,2024-09-17,lexus,ES 300h,North,Install,NiMH_Standard,0,1003.31,3.83,103,0.0,0.1,1611.53,213.64,2697,0
1285,2023-06-30,chevy,Volt,South,Diagnostic,LiIon_Standard,0,85.83,0.5,113,0.0,0.0,215.46,73.13,2229,0
1286,14/07/2023,Toyota ,Camry Hybrid,West,Install,NiMH_Standard,0,869.49,4.07,128,0.0,0.1,1614.69,224.02,1267,0
1287,06-12-2024,NISSAN,Altima Hybrid,West,Install,LiIon_Standard,0,1249.94,2.83,86,0.0,0.0,1882.3,388.73,2704,0
1288,2022-12-24,HONDA,Accord Hybrid,North,Warranty_Replacement,LiIon_Standard,0,1350.51,2.13,105,0.0,0.05,1850.02,275.54,1426,0
1289,2022-10-18,toyota,RAV4 Hybrid,South,Install,NiMH_Standard,1,1067.64,3.91,120,52.45,0.1,1772.15,182.78,2229,0
1290,10/01/2022,Hyundai ,Ioniq Hybrid,East,Diagnostic,LiIon_Standard,0,76.91,2.03,95,0.0,0.1,233.57,-35.84,2135,0
1291,2022-09-11,honda,Accord Hybrid,North,Diagnostic,LiIon_Premium,1,124.29,1.7,121,24.73,0.1,322.52,-32.38,2452,0
1292,07-15-2023,LEXUS ,RX 450h,South,Warranty_Replacement,LiIon_Premium,0,1744.78,2.17,113,0.0,0.1,2108.18,118.34,2532,1
1293,04/03/2024,Chevrolet,Malibu Hybrid,North,Warranty_Replacement,NiMH_Standard,0,945.68,1.04,113,0.0,0.05,1169.87,107.0,1585,0
1294,27/12/2022, toyota,Camry Hybrid,North,Warranty_Replacement,LiIon_Standard,0,1588.61,0.58,91,0.0,0.15,1733.03,91.48,2555,1
1295,02/05/2023,Nisan,Rogue Hybrid,East,Install,NiMH_Premium,1,1398.32,3.7,93,32.78,0.0,2040.03,264.59,2174,0
1296,2022-08-31,hyundai,Ioniq Hybrid,East,Diagnostic,NiMH_Premium,0,130.36,1.87,128,0.0,0.0,246.21,-123.64,1699,0
1297,2024-06-13,ford ,Escape Hybrid,East,Diagnostic,NiMH_Premium,0,56.07,0.79,128,0.0,0.1,131.89,-25.64,1207,0
1298,29/07/2023,kia,Niro Hybrid,East,Install,LiIon_Standard,0,1563.06,2.78,107,0.0,0.0,2315.94,454.98,2136,0
1299,06-07-2022,Hundai,Ioniq Hybrid,South,Install,NiMH_Standard,1,890.13,2.55,114,22.17,0.0,1479.29,275.8,1926,0
1300,10-30-2023,TOYOTA,Prius,North,Warranty_Replacement,NiMH_Premium,1,1172.7,1.59,112,45.45,0.1,1399.57,3.19,1941,0
1301,03/01/2023,Lexus  ,ES 300h,North,Install,,0,640.89,3.86,110,0.0,0.05,1383.25,317.76,2379,0
1302,05/08/2024,Chevrolet,Volt,North,Install,NiMH_Standard,0,939.15,3.17,120,0.0,0.0,1535.25,215.13,2417,0
1303,10-21-2022,KIA,Optima Hybrid,South,Install,NiMH_Standard,0,770.0,2.82,113,0.0,0.0,1294.9,206.62,1359,0
1304,2024-08-04,Nissan ,Altima Hybrid,North,Install,NiMH_Standard,0,948.99,5.13,91,0.0,0.0,1668.38,252.92,1592,1
1305,2024-02-04,HYUNDAI,Ioniq Hybrid,North,Diagnostic,LiIon_Standard,1,45.15,0.5,89,34.4,0.0,240.38,116.33,2804,0
1306,29/05/2022,kia,Optima Hybrid,North,Install,NiMH_Premium,0,1415.72,3.44,127,0.0,0.0,2349.2,496.81,2188,1
1307,11/04/2024,For d,Fusion Hybrid,East,Diagnostic,NiMH_Standard,1,96.55,0.68,122,56.03,0.1,198.56,-36.42,1834,0
1308,02-29-2024, honda,Accord Hybrid,East,Diagnostic,LiIon_Standard,1,148.4,1.12,94,60.52,0.0,302.26,-12.06,2945,0
1309,15/05/2023,chevy,Volt,West,Install,LiIon_Premium,1,1577.24,3.12,88,56.86,0.1,2160.06,251.5,2342,0
1310,06-25-2022,lexus,ES 300h,East,Diagnostic,LiIon_Premium,0,126.48,1.62,95,0.0,0.2,167.14,-113.45,2699,1
1311,08/06/2023,Hundai,Ioniq Hybrid,East,Install,LiIon_Standard,1,1083.67,2.79,113,54.54,0.0,1847.47,393.86,1939,0
1312,29/10/2023,FORD,Fusion Hybrid,North,Diagnostic,LiIon_Premium,0,86.24,1.02,114,0.0,0.2,142.76,-59.37,1326,1
1313,2022-05-25,Lexus  ,ES 300h,East,Warranty_Replacement,NiMH_Premium,0,1124.21,1.8,93,0.0,0.0,1656.62,364.58,2464,1
1314,2023-01-09,lexus,RX 450h,North,Install,LiIon_Premium,1,1646.25,2.14,93,38.04,0.05,2272.9,389.96,2632,0
1315,2024-02-08,NISSAN,Altima Hybrid,South,Diagnostic,LiIon_Premium,0,64.51,1.52,95,0.0,0.2,145.52,-63.02,2168,0
1316,2023-08-29,For d,,South,Install,NiMH_Standard,0,790.23,3.23,107,0.0,0.1,1129.44,-5.88,1865,0
1317,12-22-2024, kia,Niro Hybrid,South,Install,LiIon_Premium,0,1548.84,3.35,96,0.0,0.0,2318.08,447.82,1245,0
1318,26/08/2022,HYUNDAI,Sonata Hybrid,North,Diagnostic,LiIon_Standard,0,66.73,1.17,107,0.0,0.0,94.59,-96.82,1491,1
1319,05-01-2024,Chevrolet,Volt,East,Install,,1,1313.92,2.85,85,62.46,0.0,2029.13,410.86,2849,1
1320,2023-04-11, chev,Volt,West,Install,LiIon_Premium,1,1839.64,3.94,131,47.99,0.15,2536.63,132.79,1336,0
1321,2022-09-02,Toyta,Prius,East,Install,NiMH_Premium,1,1235.44,3.82,129,41.39,0.0,2164.56,395.28,2320,0
1322,2024-11-07,FORD,Fusion Hybrid,East,Install,NiMH_Premium,0,1339.98,4.13,101,0.0,0.05,1988.33,231.03,2326,0
1323,2023-11-14,Hyundai ,Sonata Hybrid,South,Diagnostic,LiIon_Standard,0,35.65,1.39,125,0.0,0.0,324.78,115.84,1944,1
1324,2023-08-10,nissan,Altima Hybrid,North,Install,LiIon_Standard,0,1248.04,4.08,111,0.0,0.0,2090.16,389.0,2993,0
1325,2022-11-19,Lexus  ,ES 300h,East,Install,LiIon_Premium,0,1785.32,2.67,86,0.0,0.0,2706.64,691.94,2353,1
1326,2024-08-23, honda,Insight,South,Install,LiIon_Premium,1,1741.18,2.84,99,18.88,0.0,2554.24,513.08,2933,0
1327,03/02/2022,Kia Motors,Niro Hybrid,North,Diagnostic,LiIon_Standard,1,54.16,1.8,87,79.98,0.05,330.33,39.79,1521,1
1328,05-07-2022, toyota,Camry Hybrid,South,Install,LiIon_Premium,1,1812.09,3.67,120,45.95,0.0,2876.89,577.89,2481,0
1329,2022-07-16,Kia Motors,Optima Hybrid,West,Install,NiMH_Standard,1,836.25,2.77,124,48.06,0.0,1561.69,334.2,2537,0
1330,12-17-2023,For d,Fusion Hybrid,East,Install,LiIon_Premium,0,1606.72,2.16,115,0.0,0.05,2286.4,430.94,2837,1
1331,04-23-2022,chevy,Volt,South,Install,NiMH_Standard,1,958.43,2.84,85,32.58,0.0,1628.52,396.37,1822,1
1332,2024-05-22,kia,Niro Hybrid,East,Warranty_Replacement,NiMH_Premium,1,1200.74,1.52,96,40.39,0.1,1433.3,46.19,1664,0
1333,2022-08-03,CHEVROLET ,Volt,South,Install,NiMH_Standard,1,837.25,4.38,108,46.37,0.05,1676.0,319.38,2610,1
1334,2024-01-11,Lexus  ,ES 300h,South,Install,NiMH_Premium,0,1133.18,3.61,92,0.0,0.05,1777.61,312.49,2437,0
1335,05-21-2024,Hundai,Ioniq Hybrid,North,Diagnostic,NiMH_Premium,1,47.91,0.82,90,33.72,0.0,173.54,18.39,1548,0
1336,08-20-2024,nissan,Rogue Hybrid,South,Install,NiMH_Standard,0,852.51,2.16,100,0.0,0.0,1473.14,404.23,1609,0
1337,11-17-2022,kia,Niro Hybrid,East,Install,LiIon_Standard,1,1432.0,2.38,114,47.83,0.1,2095.9,345.05,2580,0
1338,23/03/2022,ford,Escape Hybrid,North,Install,LiIon_Standard,1,1329.35,2.55,89,50.89,0.15,1769.43,161.98,2139,1
1339,2024-04-08,lexus,ES 300h,East,Install,NiMH_Standard,1,1015.03,2.87,134,55.58,0.0,1774.94,320.2,2813,0
1340,05-07-2023,chevy,Volt,North,Diagnostic,LiIon_Standard,0,95.48,1.76,107,0.0,0.0,216.46,-67.05,2261,0
1341,11-05-2024,Hyundai ,Sonata Hybrid,East,Diagnostic,NiMH_Standard,0,61.63,0.72,93,0.0,0.0,201.47,73.18,2961,1
1342,07-26-2022,Honda ,CR-V Hybrid,East,Warranty_Replacement,NiMH_Standard,1,702.1,3.6,86,67.24,0.1,1311.95,232.78,1654,0
1343,09-21-2023,toyota,Camry Hybrid,East,Diagnostic,NiMH_Standard,1,52.19,0.73,132,30.84,0.0,50.0,-129.18,2553,0
1344,2022-05-11,HYUNDAI,Ioniq Hybrid,East,Install,NiMH_Premium,1,1119.45,1.87,114,16.9,0.2,1419.36,69.52,1380,0
1345,16/06/2023, honda,Insight,West,Install,LiIon_Standard,0,1210.17,4.35,128,0.0,0.0,2188.43,421.37,2408,1
1346,02/01/2022,NISSAN,Altima Hybrid,South,Install,,1,1317.72,4.06,123,35.56,0.2,1736.52,-115.78,1835,0
1347,2024-04-01,lexus,ES 300h,East,Warranty_Replacement,LiIon_Standard,1,1416.47,1.87,134,28.84,0.0,2157.81,461.6,2039,1
1348,10-25-2023,KIA,Niro Hybrid,East,Diagnostic,NiMH_Premium,0,146.36,1.39,129,0.0,0.0,431.08,105.33,2615,1
1349,17/04/2022,KIA,Optima Hybrid,North,Install,LiIon_Standard,0,1208.35,3.33,123,0.0,0.0,1993.59,376.23,1211,1
1350,07-01-2023,Hundai,Ioniq Hybrid,North,Diagnostic,LiIon_Premium,1,127.92,1.27,127,26.05,0.0,261.97,-53.08,1447,1
1351,2023-04-14,Toyta,RAV4 Hybrid,South,Diagnostic,NiMH_Premium,0,127.74,0.55,127,0.0,0.2,283.65,85.84,2119,0
1352,08/01/2024,CHEVROLET ,Malibu Hybrid,North,Warranty_Replacement,NiMH_Standard,1,872.13,0.5,97,20.84,0.05,1067.18,125.71,1828,1
1353,07-01-2023,CHEVROLET ,Malibu Hybrid,South,Diagnostic,NiMH_Standard,0,94.21,0.78,114,0.0,0.0,293.9,111.04,2126,0
1354,2023-05-18,NISSAN,Altima Hybrid,South,Install,NiMH_Premium,0,1348.89,4.45,134,0.0,0.2,1848.74,-96.84,1861,0
1355,29/06/2024,Hnda,CR-V Hybrid,East,Install,NiMH_Premium,0,1192.93,4.48,128,0.0,0.0,2241.93,475.01,1129,0
1356,07-23-2023, chev,Volt,North,Install,NiMH_Standard,1,883.63,2.79,90,35.38,0.0,1493.71,323.54,2872,1
1357,06-10-2024,FORD,Fusion Hybrid,West,Install,LiIon_Premium,1,1624.72,2.23,90,57.29,0.0,2423.67,540.63,2381,0
1358,08-27-2024, honda,Accord Hybrid,South,Warranty_Replacement,LiIon_Premium,1,1416.8,2.19,95,44.74,0.05,2096.63,426.6,2220,1
1359,17/07/2024,Toyta,Prius,East,Install,NiMH_Standard,1,908.46,3.35,122,65.26,0.15,1413.64,31.08,1297,1
1360,2024-11-12,FORD,Fusion Hybrid,North,Install,NiMH_Standard,0,814.82,3.48,104,0.0,0.0,1512.66,335.86,1394,0
1361,2024-02-04,Toyota ,Camry Hybrid,South,Install,NiMH_Standard,1,770.96,0.98,116,20.93,0.1,920.16,14.78,2193,0
1362,09-08-2023,TOYOTA,Camry Hybrid,North,Install,NiMH_Premium,0,1250.66,5.53,91,0.0,0.0,2081.7,328.15,1105,0
1363,04/08/2023,FORD,Fusion Hybrid,East,Install,LiIon_Premium,0,1525.84,3.91,87,0.0,0.0,2285.81,420.15,1945,0
1364,12/08/2022,HONDA,CR-V Hybrid,South,Install,NiMH_Premium,0,1296.73,2.84,123,0.0,0.1,1881.51,235.25,2778,1
1365,06-25-2024,Hundai,Sonata Hybrid,,Diagnostic,NiMH_Standard,0,94.51,0.84,99,0.0,0.1,296.7,118.96,2750,0
1366,30/01/2024,toyota,RAV4 Hybrid,South,Install,NiMH_Premium,1,1151.98,3.79,87,33.94,0.05,1941.1,425.46,2029,0
1367,14/08/2024,FORD,Escape Hybrid,East,Install,NiMH_Standard,0,892.4,3.4,95,0.0,0.0,1490.42,275.37,1464,0
1368,08/02/2024, chev,Volt,North,Install,NiMH_Premium,1,1057.17,3.07,101,55.61,0.0,1803.48,380.25,1147,0
1369,11/06/2023,NISSAN,Altima Hybrid,East,Install,NiMH_Premium,1,1290.04,3.37,105,39.78,0.1,1961.64,278.31,1342,0
1370,20/11/2022,Kia Motors,Optima Hybrid,South,Diagnostic,LiIon_Standard,0,85.62,1.14,129,0.0,0.05,301.81,68.66,1561,0
1371,12-15-2024,NISSAN,Altima Hybrid,South,Diagnostic,NiMH_Premium,0,87.86,1.4,94,0.0,0.0,227.94,8.4,2102,1
1372,03-14-2024, ford,Fusion Hybrid,North,Install,LiIon_Premium,1,1760.23,3.58,115,36.53,0.0,2766.81,558.23,2451,0
1373,15/08/2024,chevy,Volt,North,Warranty_Replacement,NiMH_Standard,0,822.91,2.24,98,0.0,0.1,1164.84,122.37,1920,0
1374,03/10/2023, chev,Malibu Hybrid,North,Diagnostic,LiIon_Standard,1,34.43,1.35,109,47.48,0.0,234.75,6.19,2653,0
1375,07-13-2023,Nissan ,Rogue Hybrid,West,Install,NiMH_Standard,0,1014.88,4.11,99,0.0,0.05,1662.91,240.71,1322,1
1376,07/02/2022,NISSAN,Rogue Hybrid,South,Install,NiMH_Standard,0,982.65,1.72,102,0.0,0.1,1294.5,136.17,1846,1
1377,2022-03-17,Nissan ,Rogue Hybrid,North,Install,LiIon_Premium,0,1635.76,2.36,114,0.0,0.0,2348.77,443.78,2227,0
1378,13/02/2024,Lexus  ,RX 450h,West,Diagnostic,LiIon_Standard,0,92.27,1.21,114,0.0,0.05,154.67,-75.92,1107,0
1379,09-03-2022,hyundai,Ioniq Hybrid,North,Install,NiMH_Standard,0,1050.96,2.42,91,0.0,0.05,1574.66,303.84,2811,1
1380,31/03/2022,Hundai,Ioniq Hybrid,South,Install,NiMH_Premium,0,1336.64,2.68,92,0.0,0.05,1919.64,336.14,2990,1
1381,30/04/2024,nissan,Rogue Hybrid,East,Diagnostic,LiIon_Standard,0,63.06,1.84,97,0.0,0.15,353.8,111.88,2480,1
1382,11-11-2023, ford,Fusion Hybrid,West,Diagnostic,LiIon_Premium,1,35.34,1.13,129,70.7,0.05,290.62,39.39,2405,1
1383,2022-05-02, ford,Escape Hybrid,East,Diagnostic,LiIon_Standard,0,40.48,0.5,100,0.0,0.0,66.18,-24.31,1419,0
1384,07-02-2023,NISSAN,Altima Hybrid,South,Diagnostic,NiMH_Standard,0,70.65,0.99,113,0.0,0.0,150.45,-31.88,1365,0
1385,2023-05-30,Chevrolet,Malibu Hybrid,West,Install,NiMH_Premium,0,1375.48,3.05,107,0.0,0.05,2024.07,322.62,1476,1
1386,2022-01-05, honda,,North,Diagnostic,NiMH_Standard,0,58.15,1.22,102,0.0,0.0,245.06,62.49,1270,0
1387,2023-10-25,HYUNDAI,Ioniq Hybrid,West,Install,NiMH_Standard,0,828.44,3.44,86,0.0,0.1,1247.66,122.97,2115,0
1388,2023-03-11,ford ,Fusion Hybrid,West,Install,NiMH_Premium,1,1125.97,3.38,107,41.62,0.0,1793.87,264.68,2914,1
1389,19/08/2024,Nisan,Altima Hybrid,West,Warranty_Replacement,LiIon_Standard,0,1236.19,1.9,134,0.0,0.0,1804.84,313.67,2355,1
1390,07/05/2022,NISSAN,Rogue Hybrid,North,Install,NiMH_Standard,1,898.65,2.05,132,28.05,0.0,1497.34,300.62,2762,0
1391,16/07/2024,FORD,,,Install,LiIon_Standard,0,1146.39,2.65,100,0.0,0.15,1549.64,138.53,2957,1
1392,01-08-2022,Hyundai ,Sonata Hybrid,East,Install,LiIon_Standard,0,1430.12,2.5,111,0.0,0.1,1814.32,106.5,2324,0
1393,2024-04-16,NISSAN,Altima Hybrid,South,Install,LiIon_Standard,0,1282.62,2.77,99,0.0,0.05,1869.13,312.09,1209,1
1394,05-06-2024,KIA,Niro Hybrid,South,Install,NiMH_Standard,1,1197.5,3.55,131,42.43,0.0,2149.39,444.03,2860,1
1395,23/03/2023, honda,CR-V Hybrid,West,Install,NiMH_Premium,1,1059.17,3.32,112,50.38,0.15,1543.66,61.9,2092,1
1396,11-04-2022,Hundai,Sonata Hybrid,East,Diagnostic,NiMH_Standard,0,127.7,1.61,131,0.0,0.15,276.93,-61.94,2094,1
1397,06-05-2022,Hundai,Sonata Hybrid,South,Diagnostic,NiMH_Standard,1,121.74,1.01,127,68.04,0.0,290.66,-27.13,2974,1
1398,2023-01-08,KIA,Niro Hybrid,South,Install,NiMH_Standard,0,850.6,4.21,101,0.0,0.1,1445.05,169.57,2367,1
1399,2024-01-04,Toyota ,Prius,North,Install,NiMH_Standard,0,852.59,3.54,107,0.0,0.15,1384.76,153.57,1221,0
1400,03-04-2024,ford,Escape Hybrid,North,Diagnostic,NiMH_Standard,1,52.36,1.26,113,68.02,0.0,384.38,122.05,2529,0
1401,18/07/2022,lexus,ES 300h,North,Install,NiMH_Standard,0,790.82,3.48,97,0.0,0.0,1320.88,192.24,2945,0
1402,2022-01-13, honda,Insight,West,Install,LiIon_Premium,0,1699.93,2.46,126,0.0,0.05,2372.44,362.63,1475,0
1403,09-07-2023,FORD,Escape Hybrid,East,Install,LiIon_Standard,0,1302.48,1.31,113,0.0,0.0,1638.08,187.23,1924,1
1404,09-28-2023, ford,Fusion Hybrid,South,Install,NiMH_Standard,1,707.72,2.51,95,67.34,0.1,1148.55,134.6,1207,0
1405,09/12/2024, honda,Insight,South,Install,LiIon_Premium,0,1975.22,3.6,109,0.0,0.05,2856.71,489.31,2434,1
1406,2024-04-13,HONDA,Insight,East,Diagnostic,NiMH_Standard,1,72.21,1.24,126,13.31,0.0,391.64,149.85,1285,0
1407,08-26-2023, ford,Escape Hybrid,West,Warranty_Replacement,NiMH_Premium,0,1207.87,1.9,106,0.0,0.0,1619.23,209.51,1850,0
1408,11/10/2023,Lexus  ,ES 300h,West,Install,LiIon_Standard,1,1224.85,2.32,120,49.6,0.1,1668.85,115.79,2301,0
1409,08/12/2023, toyota,Prius,South,Install,NiMH_Premium,0,1167.96,1.44,134,0.0,0.0,1711.9,351.6,2682,0
1410,2023-05-10,For d,Escape Hybrid,West,Install,NiMH_Standard,1,857.05,4.14,101,40.27,0.0,1514.85,199.39,1639,0
1411,01-12-2024,toyota,Prius,South,Install,NiMH_Premium,0,1199.65,2.83,134,0.0,0.0,1987.98,408.62,2817,0
1412,08-03-2022,Hundai,Sonata Hybrid,,Diagnostic,NiMH_Premium,0,79.56,0.99,105,0.0,0.1,226.04,43.03,1048,0
1413,06-28-2024, ford,Fusion Hybrid,West,Install,LiIon_Standard,0,1396.58,2.46,113,0.0,0.0,1991.08,316.21,1333,1
1414,01/08/2024,lexus,ES 300h,,Warranty_Replacement,NiMH_Premium,1,1227.27,2.88,123,58.28,0.0,2060.06,420.5,1237,0
1415,2023-04-22,hyundai,Sonata Hybrid,South,Install,NiMH_Premium,0,1284.51,3.71,88,0.0,0.1,1724.6,114.04,2494,1
1416,16/05/2023,Lexus  ,RX 450h,South,Install,NiMH_Standard,0,898.82,2.23,120,0.0,0.0,1567.49,401.53,1723,1
1417,29/06/2023,Kia Motors,Niro Hybrid,South,Install,NiMH_Premium,1,1227.75,3.93,113,55.67,0.1,1958.53,230.84,1041,0
1418,2024-06-14,CHEVROLET ,Volt,South,Install,NiMH_Standard,0,871.04,2.88,117,0.0,0.0,1459.38,250.91,2576,0
1419,12/07/2022,Lexus  ,RX 450h,East,Diagnostic,LiIon_Premium,0,110.09,0.89,132,0.0,0.1,136.77,-91.43,1553,1
1420,01-09-2023,CHEVROLET ,Volt,South,Diagnostic,LiIon_Standard,0,89.68,1.05,109,0.0,0.0,256.06,51.58,2364,1
1421,2023-11-05,NISSAN,Rogue Hybrid,North,Install,,0,1181.03,2.37,131,0.0,0.0,1973.56,481.62,2104,0
1422,2024-01-30,Nisan,Rogue Hybrid,West,Install,LiIon_Standard,0,1277.45,1.94,113,0.0,0.0,1809.58,312.54,1223,1
1423,20/11/2022,HYUNDAI,,South,Diagnostic,NiMH_Standard,1,76.72,1.59,95,51.89,0.15,231.42,-48.06,2206,0
1424,2022-05-09,kia,Niro Hybrid,West,Diagnostic,NiMH_Standard,0,80.91,1.09,117,0.0,0.1,152.16,-56.24,2722,0
1425,07-10-2023,ford ,Escape Hybrid,North,Install,NiMH_Premium,0,1193.24,3.49,94,0.0,0.0,2026.5,504.85,1730,0
1426,2023-12-01,LEXUS ,,East,Install,NiMH_Premium,1,1132.94,3.23,129,62.38,0.0,1862.25,250.3,2666,1
1427,2024-04-19, kia,Optima Hybrid,South,Install,LiIon_Standard,0,1391.79,3.44,92,0.0,0.0,2238.05,529.89,1540,0
