job_id,job_date,vehicle_brand,vehicle_model,region,battery_type,is_mobile,parts_cost,labor_hours,hourly_rate,travel_cost,discount_pct,total_price,margin,customer_id,vehicle_age_years,mileage_at_install,avg_temp_c,failed_within_1y
1250,2023-11-08 04:06:24,Nissan,Rogue Hybrid,North,NiMH_Premium,1,1339.79,3.71,102,35.95,0.0,2392.5,638.36,2043,8.2,118270.0,12.4,1
1252,2023-11-11 22:38:00,Chevrolet,Volt,South,NiMH_Premium,1,1053.35,3.64,107,60.92,0.0,1882.45,378.78,2344,5.8,23292.0,15.9,0
1253,2022-06-30 12:58:12,Toyota,RAV4 Hybrid,South,LiIon_Standard,0,1275.01,1.35,109,0.0,0.2,1416.41,-5.39,2768,8.5,158551.0,23.5,0
1254,2024-11-18 15:31:05,Lexus,RX 450h,East,LiIon_Standard,0,1400.71,2.61,125,0.0,0.05,2086.48,360.05,1736,5.6,129067.0,10.5,0
1258,2022-09-21 19:28:36,Hyundai,Sonata Hybrid,North,NiMH_Standard,0,1053.01,4.36,92,0.0,0.05,1678.17,223.73,1807,9.1,136143.0,26.3,0
1259,2023-11-26 16:39:11,Hyundai,Ioniq Hybrid,West,NiMH_Premium,1,1207.04,3.24,94,19.65,0.0,1916.54,385.33,2763,2.6,0.0,16.2,0
1260,2022-02-16 08:30:22,Lexus,ES 300h,North,NiMH_Standard,0,1025.33,2.8,115,0.0,0.0,1639.35,292.2,1084,4.6,98739.0,23.7,0
1262,2023-04-28 22:00:00,Nissan,Rogue Hybrid,South,NiMH_Standard,0,748.32,2.62,125,0.0,0.05,1282.11,206.36,1504,5.6,62652.0,16.6,1
1263,2022-03-21 00:27:39,Chevrolet,Volt,North,NiMH_Standard,1,966.0,2.67,116,34.29,0.1,1490.67,180.26,1360,7.5,171737.0,14.3,0
1265,2024-11-27 01:06:09,Honda,CR-V Hybrid,North,NiMH_Premium,1,1197.58,2.27,118,39.65,0.1,1657.93,153.4,2426,3.5,75799.0,13.2,0
1267,2024-09-04 14:20:03,Toyota,RAV4 Hybrid,South,LiIon_Standard,0,1111.4,4.36,98,0.0,0.05,1786.3,247.89,2495,5.3,179171.0,30.1,1
1269,2023-08-23 19:43:21,Nissan,Rogue Hybrid,East,NiMH_Premium,0,1225.05,2.74,125,0.0,0.0,1947.71,379.9,1827,10.3,158114.0,15.9,1
1270,2024-09-14 00:13:12,Toyota,Camry Hybrid,East,NiMH_Standard,0,789.34,3.81,93,0.0,0.15,1379.25,235.47,1226,10.7,128854.0,39.6,0
1271,2022-12-05 18:44:26,Ford,Fusion Hybrid,West,NiMH_Standard,0,860.9,3.28,112,0.0,0.0,1602.86,374.9,2233,0.4,165416.0,19.1,0
1272,2024-02-28 11:34:17,Toyota,Prius,West,LiIon_Premium,1,1718.54,2.97,89,47.91,0.05,2366.89,336.33,2607,6.2,82223.0,12.0,0
1273,2024-02-04 08:53:29,Nissan,Rogue Hybrid,East,LiIon_Standard,0,1232.96,2.92,121,0.0,0.05,1879.51,293.53,1969,11.8,89389.0,6.9,0
1274,2023-09-28 15:02:48,Kia,Niro Hybrid,West,LiIon_Standard,0,1300.32,2.84,92,0.0,0.15,1705.44,143.83,1625,9.2,156894.0,26.6,0
1275,2024-07-01 13:04:44,Lexus,RX 450h,East,LiIon_Standard,1,1090.01,3.52,131,78.18,0.0,1896.27,266.85,1665,9.2,82407.0,16.6,0
1277,2024-05-10 19:16:14,Kia,Optima Hybrid,East,NiMH_Premium,0,1201.91,2.42,127,0.0,0.0,1917.99,409.09,2344,9.7,66967.0,23.8,0
1280,2023-09-01 08:07:34,Lexus,RX 450h,West,NiMH_Standard,0,1023.5,3.34,91,0.0,0.0,1784.99,457.29,1821,5.1,107148.0,34.3,0
1282,2022-07-26 17:59:57,Kia,Niro Hybrid,West,NiMH_Standard,1,925.28,2.09,91,63.55,0.05,1143.27,-36.16,1195,8.6,84714.0,22.7,0
1283,2022-12-18 17:48:15,Chevrolet,Malibu Hybrid,West,LiIon_Premium,1,1803.64,4.0,87,73.7,0.15,2415.07,189.67,1811,9.4,194615.0,20.4,0
1284,2024-09-17 15:22:20,Lexus,ES 300h,North,NiMH_Standard,0,1003.31,3.83,103,0.0,0.1,1611.53,213.64,2697,8.3,151014.0,26.6,0
1286,2023-07-14 19:18:53,Toyota,Camry Hybrid,West,NiMH_Standard,0,869.49,4.07,128,0.0,0.1,1614.69,224.02,1267,6.8,96961.0,23.6,0
1287,2024-06-12 20:48:54,Nissan,Altima Hybrid,West,LiIon_Standard,0,1249.94,2.83,86,0.0,0.0,1882.3,388.73,2704,7.9,79945.0,9.2,0
1289,2022-10-18 13:12:11,Toyota,RAV4 Hybrid,South,NiMH_Standard,1,1067.64,3.91,120,52.45,0.1,1772.15,182.78,2229,4.6,133547.0,27.3,0
1295,2023-05-02 15:33:09,Nissan,Rogue Hybrid,East,NiMH_Premium,1,1398.32,3.7,93,32.78,0.0,2040.03,264.59,2174,9.8,167502.0,17.7,0
1298,2023-07-29 17:12:54,Kia,Niro Hybrid,East,LiIon_Standard,0,1563.06,2.78,107,0.0,0.0,2315.94,454.98,2136,3.7,131636.0,28.8,0
1299,2022-06-07 08:00:16,Hyundai,Ioniq Hybrid,South,NiMH_Standard,1,890.13,2.55,114,22.17,0.0,1479.29,275.8,1926,5.6,81959.0,21.5,0
1301,2023-01-03 14:06:10,Lexus,ES 300h,North,NiMH_Standard,0,640.89,3.86,110,0.0,0.05,1383.25,317.76,2379,10.0,62532.0,26.3,1
1302,2024-08-05 07:52:11,Chevrolet,Volt,North,NiMH_Standard,0,939.15,3.17,120,0.0,0.0,1535.25,215.13,2417,8.9,104876.0,16.4,0
1303,2022-10-21 13:39:55,Kia,Optima Hybrid,South,NiMH_Standard,0,770.0,2.82,113,0.0,0.0,1294.9,206.62,1359,6.5,132634.0,7.4,0
1304,2024-08-04 21:07:18,Nissan,Altima Hybrid,North,NiMH_Standard,0,948.99,5.13,91,0.0,0.0,1668.38,252.92,1592,2.9,101181.0,21.9,0
1306,2022-05-29 05:27:10,Kia,Optima Hybrid,North,NiMH_Premium,0,1415.72,3.44,127,0.0,0.0,2349.2,496.81,2188,7.9,160309.0,24.8,1
1309,2023-05-15 07:45:03,Chevrolet,Volt,West,LiIon_Premium,1,1577.24,3.12,88,56.86,0.1,2160.06,251.5,2342,6.1,141087.0,14.1,0
1311,2023-06-08 10:36:43,Hyundai,Ioniq Hybrid,East,LiIon_Standard,1,1083.67,2.79,113,54.54,0.0,1847.47,393.86,1939,9.4,129494.0,16.6,0
1314,2023-01-09 11:35:25,Lexus,RX 450h,North,LiIon_Premium,1,1646.25,2.14,93,38.04,0.05,2272.9,389.96,2632,6.5,140298.0,2.5,0
1316,2023-08-29 09:39:09,Ford,Fusion Hybrid,South,NiMH_Standard,0,790.23,3.23,107,0.0,0.1,1129.44,-5.88,1865,2.7,64434.0,16.9,0
1317,2024-12-22 14:06:26,Kia,Niro Hybrid,South,LiIon_Premium,0,1548.84,3.35,96,0.0,0.0,2318.08,447.82,1245,3.8,100071.0,9.2,1
1319,2024-05-01 19:47:09,Chevrolet,Volt,East,LiIon_Standard,1,1313.92,2.85,85,62.46,0.0,2029.13,410.86,2849,6.7,78390.0,21.6,0
1320,2023-04-11 20:42:21,Chevrolet,Volt,West,LiIon_Premium,1,1839.64,3.94,131,47.99,0.15,2536.63,132.79,1336,8.3,135375.0,20.3,1
1321,2022-09-02 07:23:30,Toyota,Prius,East,NiMH_Premium,1,1235.44,3.82,129,41.39,0.0,2164.56,395.28,2320,4.5,79000.0,18.1,0
1322,2024-11-07 12:39:02,Ford,Fusion Hybrid,East,NiMH_Premium,0,1339.98,4.13,101,0.0,0.05,1988.33,231.03,2326,5.7,123277.0,27.3,1
1324,2023-08-10 07:06:45,Nissan,Altima Hybrid,North,LiIon_Standard,0,1248.04,4.08,111,0.0,0.0,2090.16,389.0,2993,10.4,113420.0,19.7,0
1325,2022-11-19 23:27:53,Lexus,ES 300h,East,LiIon_Premium,0,1785.32,2.67,86,0.0,0.0,2706.64,691.94,2353,11.3,144000.0,19.4,0
1326,2024-08-23 04:28:33,Honda,Insight,South,LiIon_Premium,1,1741.18,2.84,99,18.88,0.0,2554.24,513.08,2933,8.8,72133.0,20.3,0
1328,2022-05-07 01:43:39,Toyota,Camry Hybrid,South,LiIon_Premium,1,1812.09,3.67,120,45.95,0.0,2876.89,577.89,2481,7.1,138070.0,13.9,0
1329,2022-07-16 21:44:40,Kia,Optima Hybrid,West,NiMH_Standard,1,836.25,2.77,124,48.06,0.0,1561.69,334.2,2537,6.1,77221.0,24.9,0
1330,2023-12-17 01:08:50,Ford,Fusion Hybrid,East,LiIon_Premium,0,1606.72,2.16,115,0.0,0.05,2286.4,430.94,2837,9.6,81427.0,11.6,0
1331,2022-04-23 08:09:32,Chevrolet,Volt,South,NiMH_Standard,1,958.43,2.84,85,32.58,0.0,1628.52,396.37,1822,7.1,114296.0,21.0,0
1333,2022-08-03 13:06:27,Chevrolet,Volt,South,NiMH_Standard,1,837.25,4.38,108,46.37,0.05,1676.0,319.38,2610,10.8,167773.0,26.5,0
1334,2024-01-11 17:39:38,Lexus,ES 300h,South,NiMH_Premium,0,1133.18,3.61,92,0.0,0.05,1777.61,312.49,2437,10.9,86336.0,10.8,0
1336,2024-08-20 01:25:45,Nissan,Rogue Hybrid,South,NiMH_Standard,0,852.51,2.16,100,0.0,0.0,1473.14,404.23,1609,9.2,48888.0,8.6,0
1337,2022-11-17 15:37:42,Kia,Niro Hybrid,East,LiIon_Standard,1,1432.0,2.38,114,47.83,0.1,2095.9,345.05,2580,6.5,82189.0,10.7,0
1338,2022-03-23 19:07:24,Ford,Escape Hybrid,North,LiIon_Standard,1,1329.35,2.55,89,50.89,0.15,1769.43,161.98,2139,6.7,104594.0,30.7,0
1339,2024-04-08 23:00:35,Lexus,ES 300h,East,NiMH_Standard,1,1015.03,2.87,134,55.58,0.0,1774.94,320.2,2813,3.1,194762.0,13.7,0
1344,2022-05-11 11:07:55,Hyundai,Ioniq Hybrid,East,NiMH_Premium,1,1119.45,1.87,114,16.9,0.2,1419.36,69.52,1380,7.8,135533.0,9.6,0
1345,2023-06-16 12:32:49,Honda,Insight,West,LiIon_Standard,0,1210.17,4.35,128,0.0,0.0,2188.43,421.37,2408,7.7,89870.0,20.6,0
1346,2022-01-02 03:08:23,Nissan,Altima Hybrid,South,NiMH_Premium,1,1317.72,4.06,123,35.56,0.2,1736.52,-115.78,1835,3.9,114349.0,-1.1,0
1349,2022-04-17 07:31:43,Kia,Optima Hybrid,North,LiIon_Standard,0,1208.35,3.33,123,0.0,0.0,1993.59,376.23,1211,15.1,182839.0,11.3,0
1354,2023-05-18 13:54:50,Nissan,Altima Hybrid,South,NiMH_Premium,0,1348.89,4.45,134,0.0,0.2,1848.74,-96.84,1861,9.7,110385.0,27.9,0
1355,2024-06-29 00:01:42,Honda,CR-V Hybrid,East,NiMH_Premium,0,1192.93,4.48,128,0.0,0.0,2241.93,475.01,1129,5.5,110865.0,11.3,0
1356,2023-07-23 09:11:16,Chevrolet,Volt,North,NiMH_Standard,1,883.63,2.79,90,35.38,0.0,1493.71,323.54,2872,14.2,103782.0,16.2,0
1357,2024-06-10 13:38:24,Ford,Fusion Hybrid,West,LiIon_Premium,1,1624.72,2.23,90,57.29,0.0,2423.67,540.63,2381,6.5,147843.0,20.1,0
1359,2024-07-17 20:24:49,Toyota,Prius,East,NiMH_Standard,1,908.46,3.35,122,65.26,0.15,1413.64,31.08,1297,10.5,98984.0,20.1,0
1360,2024-11-12 07:45:51,Ford,Fusion Hybrid,North,NiMH_Standard,0,814.82,3.48,104,0.0,0.0,1512.66,335.86,1394,8.3,154891.0,14.3,0
1361,2024-02-04 04:06:01,Toyota,Camry Hybrid,South,NiMH_Standard,1,770.96,0.98,116,20.93,0.1,920.16,14.78,2193,6.6,162511.0,21.8,0
1362,2023-09-08 03:02:29,Toyota,Camry Hybrid,North,NiMH_Premium,0,1250.66,5.53,91,0.0,0.0,2081.7,328.15,1105,7.0,144540.0,28.1,0
1363,2023-08-04 23:00:23,Ford,Fusion Hybrid,East,LiIon_Premium,0,1525.84,3.91,87,0.0,0.0,2285.81,420.15,1945,12.3,111032.0,10.6,0
1364,2022-08-12 22:17:26,Honda,CR-V Hybrid,South,NiMH_Premium,0,1296.73,2.84,123,0.0,0.1,1881.51,235.25,2778,10.6,64061.0,14.6,0
1366,2024-01-30 03:15:17,Toyota,RAV4 Hybrid,South,NiMH_Premium,1,1151.98,3.79,87,33.94,0.05,1941.1,425.46,2029,7.6,111041.0,17.3,0
1367,2024-08-14 05:51:42,Ford,Escape Hybrid,East,NiMH_Standard,0,892.4,3.4,95,0.0,0.0,1490.42,275.37,1464,1.8,93257.0,22.9,0
1368,2024-02-08 03:04:46,Chevrolet,Volt,North,NiMH_Premium,1,1057.17,3.07,101,55.61,0.0,1803.48,380.25,1147,8.9,88839.0,18.2,0
1369,2023-06-11 03:08:06,Nissan,Altima Hybrid,East,NiMH_Premium,1,1290.04,3.37,105,39.78,0.1,1961.64,278.31,1342,4.3,110425.0,17.1,0
1372,2024-03-14 07:21:26,Ford,Fusion Hybrid,North,LiIon_Premium,1,1760.23,3.58,115,36.53,0.0,2766.81,558.23,2451,9.6,139169.0,7.2,0
1375,2023-07-13 23:08:34,Nissan,Rogue Hybrid,West,NiMH_Standard,0,1014.88,4.11,99,0.0,0.05,1662.91,240.71,1322,5.9,95088.0,10.1,0
1376,2022-02-07 13:30:43,Nissan,Rogue Hybrid,South,NiMH_Standard,0,982.65,1.72,102,0.0,0.1,1294.5,136.17,1846,6.2,65008.0,19.3,0
1377,2022-03-17 20:52:40,Nissan,Rogue Hybrid,North,LiIon_Premium,0,1635.76,2.36,114,0.0,0.0,2348.77,443.78,2227,6.1,81650.0,14.4,0
1379,2022-09-03 19:39:03,Hyundai,Ioniq Hybrid,North,NiMH_Standard,0,1050.96,2.42,91,0.0,0.05,1574.66,303.84,2811,11.1,187614.0,15.6,0
1380,2022-03-31 19:03:56,Hyundai,Ioniq Hybrid,South,NiMH_Premium,0,1336.64,2.68,92,0.0,0.05,1919.64,336.14,2990,2.7,141950.0,17.6,1
1385,2023-05-30 10:20:44,Chevrolet,Malibu Hybrid,West,NiMH_Premium,0,1375.48,3.05,107,0.0,0.05,2024.07,322.62,1476,10.2,81691.0,34.4,0
1387,2023-10-25 07:30:56,Hyundai,Ioniq Hybrid,West,NiMH_Standard,0,828.44,3.44,86,0.0,0.1,1247.66,122.97,2115,9.0,171560.0,14.5,0
1388,2023-03-11 08:58:05,Ford,Fusion Hybrid,West,NiMH_Premium,1,1125.97,3.38,107,41.62,0.0,1793.87,264.68,2914,7.8,110402.0,27.7,0
1390,2022-05-07 17:14:25,Nissan,Rogue Hybrid,North,NiMH_Standard,1,898.65,2.05,132,28.05,0.0,1497.34,300.62,2762,6.7,211121.0,27.2,0
1391,2024-07-16 14:09:08,Ford,Escape Hybrid,North,LiIon_Standard,0,1146.39,2.65,100,0.0,0.15,1549.64,138.53,2957,9.5,130482.0,23.6,0
1392,2022-01-08 00:46:44,Hyundai,Sonata Hybrid,East,LiIon_Standard,0,1430.12,2.5,111,0.0,0.1,1814.32,106.5,2324,6.7,142621.0,12.1,0
1393,2024-04-16 21:13:25,Nissan,Altima Hybrid,South,LiIon_Standard,0,1282.62,2.77,99,0.0,0.05,1869.13,312.09,1209,6.7,153492.0,19.0,0
1394,2024-05-06 22:27:19,Kia,Niro Hybrid,South,NiMH_Standard,1,1197.5,3.55,131,42.43,0.0,2149.39,444.03,2860,8.2,179439.0,15.3,0
1395,2023-03-23 10:12:16,Honda,CR-V Hybrid,West,NiMH_Premium,1,1059.17,3.32,112,50.38,0.15,1543.66,61.9,2092,13.2,102440.0,32.1,0
1398,2023-01-08 05:32:33,Kia,Niro Hybrid,South,NiMH_Standard,0,850.6,4.21,101,0.0,0.1,1445.05,169.57,2367,3.5,175982.0,20.9,0
1399,2024-01-04 06:23:01,Toyota,Prius,North,NiMH_Standard,0,852.59,3.54,107,0.0,0.15,1384.76,153.57,1221,9.5,95048.0,16.5,0
1401,2022-07-18 12:15:53,Lexus,ES 300h,North,NiMH_Standard,0,790.82,3.48,97,0.0,0.0,1320.88,192.24,2945,7.6,105542.0,30.5,0
1402,2022-01-13 04:44:47,Honda,Insight,West,LiIon_Premium,0,1699.93,2.46,126,0.0,0.05,2372.44,362.63,1475,7.3,120357.0,15.5,0
1403,2023-09-07 15:20:40,Ford,Escape Hybrid,East,LiIon_Standard,0,1302.48,1.31,113,0.0,0.0,1638.08,187.23,1924,3.4,156817.0,21.9,0
1404,2023-09-28 23:02:03,Ford,Fusion Hybrid,South,NiMH_Standard,1,707.72,2.51,95,67.34,0.1,1148.55,134.6,1207,2.7,106792.0,22.9,1
1405,2024-12-09 20:13:21,Honda,Insight,South,LiIon_Premium,0,1975.22,3.6,109,0.0,0.05,2856.71,489.31,2434,9.0,186029.0,20.4,0
1408,2023-10-11 01:26:06,Lexus,ES 300h,West,LiIon_Standard,1,1224.85,2.32,120,49.6,0.1,1668.85,115.79,2301,4.2,173058.0,17.3,0
1409,2023-12-08 21:14:04,Toyota,Prius,South,NiMH_Premium,0,1167.96,1.44,134,0.0,0.0,1711.9,351.6,2682,11.0,121584.0,23.9,0
1410,2023-05-10 15:33:04,Ford,Escape Hybrid,West,NiMH_Standard,1,857.05,4.14,101,40.27,0.0,1514.85,199.39,1639,5.0,81358.0,13.6,0
1411,2024-01-12 22:41:00,Toyota,Prius,South,NiMH_Premium,0,1199.65,2.83,134,0.0,0.0,1987.98,408.62,2817,9.7,160045.0,25.8,0
1413,2024-06-28 06:36:21,Ford,Fusion Hybrid,West,LiIon_Standard,0,1396.58,2.46,113,0.0,0.0,1991.08,316.21,1333,6.3,36175.0,16.0,0
1415,2023-04-22 07:17:31,Hyundai,Sonata Hybrid,South,NiMH_Premium,0,1284.51,3.71,88,0.0,0.1,1724.6,114.04,2494,6.1,149652.0,27.4,0
1416,2023-05-16 01:23:14,Lexus,RX 450h,South,NiMH_Standard,0,898.82,2.23,120,0.0,0.0,1567.49,401.53,1723,5.3,87047.0,25.3,0
1417,2023-06-29 18:33:36,Kia,Niro Hybrid,South,NiMH_Premium,1,1227.75,3.93,113,55.67,0.1,1958.53,230.84,1041,9.3,170251.0,21.8,0
1418,2024-06-14 00:29:52,Chevrolet,Volt,South,NiMH_Standard,0,871.04,2.88,117,0.0,0.0,1459.38,250.91,2576,10.1,64567.0,17.4,0
1421,2023-11-05 01:47:14,Nissan,Rogue Hybrid,North,NiMH_Premium,0,1181.03,2.37,131,0.0,0.0,1973.56,481.62,2104,7.1,93512.0,25.7,0
1422,2024-01-30 06:53:39,Nissan,Rogue Hybrid,West,LiIon_Standard,0,1277.45,1.94,113,0.0,0.0,1809.58,312.54,1223,9.8,137526.0,22.0,0
1425,2023-07-10 20:22:42,Ford,Escape Hybrid,North,NiMH_Premium,0,1193.24,3.49,94,0.0,0.0,2026.5,504.85,1730,8.0,144064.0,-4.5,0
1426,2023-12-01 05:13:00,Lexus,ES 300h,East,NiMH_Premium,1,1132.94,3.23,129,62.38,0.0,1862.25,250.3,2666,4.0,94956.0,12.3,0
1427,2024-04-19 09:07:22,Kia,Optima Hybrid,South,LiIon_Standard,0,1391.79,3.44,92,0.0,0.0,2238.05,529.89,1540,9.1,106715.0,19.2,0
1428,2022-01-04 06:02:45,Nissan,Altima Hybrid,West,LiIon_Premium,0,1799.37,1.36,109,0.0,0.0,2404.77,456.81,1565,7.1,158105.0,20.0,0
1429,2022-01-20 05:44:13,Ford,Escape Hybrid,North,NiMH_Premium,1,1414.06,2.31,125,55.73,0.0,2191.92,433.8,1343,0.2,160272.0,23.0,1
1430,2023-02-28 05:15:28,Lexus,ES 300h,West,NiMH_Premium,0,1127.56,3.46,85,0.0,0.15,1486.95,65.67,1423,6.8,105930.0,28.8,0
1431,2023-09-10 11:42:00,Chevrolet,Volt,South,LiIon_Standard,0,1379.97,1.98,109,0.0,0.0,2013.93,418.12,1479,2.9,95715.0,22.1,0
1432,2022-01-04 21:43:22,Honda,Accord Hybrid,East,NiMH_Standard,1,670.9,3.3,110,32.47,0.15,1083.22,17.01,2299,4.3,65239.0,3.4,0
1433,2022-07-09 22:08:06,Honda,Insight,South,NiMH_Standard,1,999.49,1.89,101,21.14,0.0,1598.74,387.49,1260,7.3,130145.0,19.4,0
1435,2024-02-18 01:06:17,Ford,Fusion Hybrid,South,LiIon_Standard,1,1181.88,4.29,101,42.34,0.0,1992.96,335.65,1522,7.8,152505.0,26.5,0
1436,2022-02-08 00:15:53,Toyota,RAV4 Hybrid,North,LiIon_Premium,0,1739.87,3.62,103,0.0,0.0,2694.26,581.57,1293,5.5,126054.0,18.8,0
1437,2024-08-30 17:36:29,Chevrolet,Volt,South,NiMH_Standard,0,825.42,1.52,98,0.0,0.1,1070.44,96.12,2642,9.6,83000.0,19.4,0
1438,2022-07-05 13:28:52,Kia,Niro Hybrid,East,NiMH_Standard,1,809.0,3.68,116,29.1,0.0,1585.17,320.34,2079,7.7,191461.0,14.5,0
1440,2024-12-16 08:37:13,Nissan,Rogue Hybrid,North,LiIon_Premium,1,1787.56,5.24,93,41.19,0.1,2556.79,240.95,2277,6.7,35864.0,24.6,0
1441,2023-12-27 14:46:40,Lexus,ES 300h,North,NiMH_Standard,0,788.05,3.38,105,0.0,0.2,1202.26,59.3,2815,8.1,155129.0,15.5,1
1445,2023-11-01 23:35:53,Honda,Accord Hybrid,North,LiIon_Standard,0,1401.75,2.85,120,0.0,0.1,1979.65,235.86,1983,11.6,128668.0,22.1,0
1446,2022-12-23 21:57:05,Toyota,RAV4 Hybrid,West,LiIon_Standard,0,1079.77,3.83,132,0.0,0.0,1889.73,303.81,2347,1.5,138747.0,21.0,0
1448,2022-05-17 03:58:49,Nissan,Altima Hybrid,North,LiIon_Standard,0,1226.71,3.3,118,0.0,0.0,1936.2,320.34,2865,11.9,88527.0,18.4,0
1451,2023-07-23 15:20:13,Ford,Fusion Hybrid,South,NiMH_Standard,0,944.54,3.0,126,0.0,0.0,1698.88,376.96,2251,6.2,113903.0,21.4,0
1452,2023-09-18 08:46:26,Toyota,Prius,West,NiMH_Premium,0,1506.16,2.71,101,0.0,0.2,1688.12,-91.69,2040,5.7,131734.0,19.4,0
1453,2022-02-08 15:15:48,Toyota,RAV4 Hybrid,West,NiMH_Standard,0,915.26,1.96,90,0.0,0.1,1208.38,116.77,1675,6.8,116567.0,26.9,0
1454,2022-12-06 21:34:50,Honda,CR-V Hybrid,East,LiIon_Premium,1,1644.82,2.6,109,39.52,0.0,2478.4,510.63,2953,5.3,48249.0,22.7,0
1457,2024-12-14 03:21:13,Nissan,Rogue Hybrid,West,LiIon_Standard,0,1473.88,3.05,87,0.0,0.0,2074.9,335.78,1815,4.9,188500.0,25.3,0
1459,2022-10-10 13:37:54,Ford,Fusion Hybrid,North,NiMH_Standard,0,774.13,2.73,120,0.0,0.1,1279.81,178.62,2555,10.5,146008.0,12.7,1
1461,2023-05-23 11:52:30,Lexus,ES 300h,South,NiMH_Standard,0,901.83,2.21,131,0.0,0.0,1418.17,227.02,1799,8.5,121384.0,12.2,0
1464,2024-08-08 19:45:56,Toyota,Camry Hybrid,North,NiMH_Premium,1,1333.61,2.72,109,67.57,0.05,2030.07,332.94,1864,2.2,123964.0,18.4,0
1465,2023-03-04 13:29:08,Lexus,RX 450h,South,NiMH_Premium,0,1189.0,2.77,124,0.0,0.0,1862.42,330.12,1557,10.0,187350.0,23.2,0
1467,2024-02-29 22:23:30,Kia,Optima Hybrid,South,NiMH_Premium,1,1143.88,3.48,121,17.61,0.1,1821.42,238.98,2152,9.6,90291.0,21.7,0
1471,2024-10-27 11:41:26,Nissan,Altima Hybrid,West,LiIon_Premium,1,1814.31,1.31,108,40.3,0.0,2555.24,559.49,1286,3.5,81271.0,12.7,0
1472,2024-10-09 05:45:21,Kia,Optima Hybrid,North,NiMH_Premium,1,1225.97,2.86,97,56.17,0.05,1928.91,369.52,2286,8.5,154003.0,23.5,0
1474,2023-10-01 18:14:26,Honda,Accord Hybrid,North,NiMH_Standard,1,1015.78,1.87,104,50.34,0.0,1569.23,309.05,2430,9.9,138508.0,13.6,0
1475,2022-01-31 06:33:49,Nissan,Altima Hybrid,North,NiMH_Standard,0,1021.48,1.72,123,0.0,0.0,1526.82,293.71,1971,3.2,79605.0,22.7,0
1476,2023-07-15 20:53:13,Ford,Escape Hybrid,North,NiMH_Standard,1,939.77,3.18,100,27.0,0.0,1787.86,503.43,2907,8.9,163547.0,20.0,0
1478,2024-07-14 03:51:20,Chevrolet,Volt,North,LiIon_Premium,0,1645.0,3.26,115,0.0,0.2,1944.02,-75.92,1113,6.0,131798.0,16.4,0
1479,2024-12-16 05:21:49,Honda,CR-V Hybrid,South,LiIon_Standard,0,1334.16,1.48,120,0.0,0.1,1673.36,162.04,1216,9.6,84082.0,14.2,0
1480,2023-07-20 13:27:18,Chevrolet,Malibu Hybrid,East,LiIon_Standard,0,1142.57,1.65,97,0.0,0.2,1268.84,-34.12,1045,5.2,139613.0,18.9,0
1482,2023-06-29 00:21:40,Toyota,Prius,South,NiMH_Premium,0,1404.03,2.06,95,0.0,0.0,1890.77,291.37,1457,11.1,133628.0,18.6,0
1487,2023-03-02 02:59:55,Honda,Accord Hybrid,North,NiMH_Standard,1,1086.84,3.47,98,40.22,0.1,1767.34,299.99,2547,7.3,116478.0,10.7,0
1489,2022-02-17 06:24:09,Toyota,Camry Hybrid,West,NiMH_Standard,0,862.13,3.74,107,0.0,0.0,1561.13,299.19,2149,6.2,135372.0,22.2,0
1491,2022-09-21 21:56:19,Ford,Escape Hybrid,West,LiIon_Premium,1,1640.69,2.84,97,58.98,0.0,2360.11,384.52,1342,5.8,145048.0,26.1,0
1494,2024-01-16 18:13:52,Ford,Fusion Hybrid,South,NiMH_Premium,0,1102.09,2.48,102,0.0,0.0,1710.62,355.6,1309,10.6,156568.0,24.0,0
1496,2022-07-15 20:47:29,Chevrolet,Malibu Hybrid,North,LiIon_Premium,0,1610.05,2.4,118,0.0,0.15,1954.03,60.39,1384,5.8,124292.0,20.2,0
1497,2024-07-10 01:18:05,Hyundai,Ioniq Hybrid,North,LiIon_Standard,1,1276.58,3.17,118,49.96,0.15,1894.45,193.66,1646,11.2,109175.0,14.9,0
1498,2023-12-08 00:37:10,Lexus,ES 300h,South,NiMH_Premium,0,1172.95,2.82,96,0.0,0.0,1857.82,414.47,1047,8.6,129562.0,18.9,0
1499,2023-07-18 17:18:58,Chevrolet,Volt,South,LiIon_Premium,0,1814.51,2.64,128,0.0,0.0,2687.95,535.6,2492,3.8,167635.0,17.1,0
1500,2023-05-26 05:36:40,Lexus,ES 300h,North,LiIon_Standard,1,1193.38,4.74,114,18.69,0.15,1875.81,123.61,1696,8.1,145197.0,18.9,0
1502,2024-07-08 10:17:21,Ford,Escape Hybrid,South,NiMH_Standard,0,707.45,2.76,94,0.0,0.05,1082.65,116.11,2498,8.1,106931.0,24.6,0
1503,2024-02-28 12:55:52,Honda,Accord Hybrid,West,NiMH_Premium,0,1076.6,2.47,106,0.0,0.0,1642.06,303.77,2639,3.7,122226.0,17.2,0
1506,2024-10-15 03:14:50,Honda,Insight,North,LiIon_Standard,0,1170.42,2.1,86,0.0,0.05,1493.14,141.72,1833,8.0,186626.0,5.1,0
1508,2024-09-13 00:19:43,Chevrolet,Volt,North,NiMH_Premium,0,1088.47,3.49,130,0.0,0.0,1994.22,452.35,2613,9.6,149972.0,23.6,0
1509,2023-10-27 10:28:39,Lexus,RX 450h,North,LiIon_Standard,1,1166.12,3.82,99,55.6,0.0,2085.56,485.5,1135,11.4,126072.0,20.8,0
